,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,Gasto_Total
957,Graduation,Soltero,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,72,1,694
958,Graduation,Con Pareja,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,51,2,96
959,Doctorate,Soltero,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,67,1,361
960,Graduation,Soltero,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,57,1,1079
961,Doctorate,Soltero,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,62,1,578
962,Master,Con Pareja,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,55,1,64
963,Doctorate,Con Pareja,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,49,1,149
965,Graduation,Con Pareja,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,65,1,728
966,Graduation,Con Pareja,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,51,0,1778
967,Graduation,Con Pareja,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,51,1,93
968,Doctorate,Con Pareja,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,50,1,23
969,Graduation,Con Pareja,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,44,1,662
970,Graduation,Con Pareja,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,36,0,1198
971,Doctorate,Con Pareja,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,56,3,81
972,NoGraduation,Con Pareja,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,36,1,92
973,NoGraduation,Soltero,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,65,1,491
974,Master,Con Pareja,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,53,0,1564
975,Graduation,Con Pareja,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,62,0,926
978,Graduation,Con Pareja,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,72,2,94
979,Graduation,Con Pareja,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,70,1,1085
980,NoGraduation,Soltero,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,64,2,23
982,Master,Soltero,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,45,1,54
983,Graduation,Soltero,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,46,1,1150
985,Doctorate,Con Pareja,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,50,1,405
986,Doctorate,Con Pareja,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,46,0,1908
988,NoGraduation,Soltero,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,48,0,1315
989,Doctorate,Soltero,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,68,2,45
991,NoGraduation,Con Pareja,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,52,1,19
992,Master,Con Pareja,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,43,1,573
993,Graduation,Soltero,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,35,1,805
994,Graduation,Soltero,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,70,2,108
995,Graduation,Soltero,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,29,0,23
996,Graduation,Con Pareja,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,46,0,1493
997,Graduation,Con Pareja,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,67,2,89
998,Graduation,Con Pareja,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,51,1,936
999,Graduation,Soltero,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,68,1,343
1000,Doctorate,Soltero,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,68,1,528
1002,NoGraduation,Con Pareja,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,43,2,724
1003,Graduation,Con Pareja,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,37,1,58
1004,Doctorate,Con Pareja,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,70,1,297
1005,Graduation,Soltero,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,70,1,488
1006,Master,Con Pareja,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,71,1,859
1007,Graduation,Con Pareja,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,72,0,1574
1008,Graduation,Con Pareja,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,56,2,69
1009,Doctorate,Soltero,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,61,2,17
1011,Doctorate,Con Pareja,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,48,1,116
1013,Master,Con Pareja,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,56,1,103
1014,Master,Con Pareja,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,53,2,44
1015,Master,Con Pareja,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,73,0,406
1016,NoGraduation,Con Pareja,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,59,0,1363
1017,Graduation,Con Pareja,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,55,0,236
1018,Graduation,Con Pareja,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,51,1,39
1019,Graduation,Soltero,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,48,0,137
1020,Graduation,Con Pareja,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,51,1,79
1021,Doctorate,Con Pareja,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,50,1,63
1023,Master,Con Pareja,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,58,1,71
1024,Graduation,Con Pareja,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,46,1,58
1025,Doctorate,Con Pareja,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,57,1,702
1026,Graduation,Soltero,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,46,1,94
1027,NoGraduation,Soltero,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,37,1,80
1028,Doctorate,Soltero,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,66,1,22
1029,NoGraduation,Con Pareja,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,60,1,1211
1030,Graduation,Con Pareja,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,53,0,1461
1031,Graduation,Soltero,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,53,0,1968
1032,Graduation,Con Pareja,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,55,0,1091
1033,NoGraduation,Con Pareja,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,47,1,55
1034,Graduation,Con Pareja,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,51,0,1366
1035,Graduation,Soltero,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,44,0,313
1036,Doctorate,Con Pareja,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,66,2,62
1037,Master,Soltero,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,52,2,92
1038,Doctorate,Con Pareja,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,53,1,72
1039,Graduation,Con Pareja,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,71,1,655
1040,Graduation,Con Pareja,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,65,1,704
1041,Graduation,Con Pareja,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,70,2,54
1043,Graduation,Con Pareja,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,62,0,1033
1044,Graduation,Con Pareja,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,38,1,36
1045,Master,Soltero,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,59,1,122
1046,Master,Con Pareja,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,58,1,122
1047,Doctorate,Con Pareja,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,64,1,1123
1048,Graduation,Con Pareja,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,40,1,497
1049,Graduation,Con Pareja,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,58,1,691
1050,NoGraduation,Con Pareja,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,59,0,1363
1051,Doctorate,Con Pareja,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,58,2,12
1053,NoGraduation,Soltero,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,54,2,56
1054,Master,Con Pareja,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,41,1,37
1055,Graduation,Soltero,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,39,0,968
1056,Graduation,Con Pareja,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,50,1,270
1057,Doctorate,Con Pareja,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,73,0,278
1058,Graduation,Soltero,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,72,0,1250
1059,Graduation,Con Pareja,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,37,0,938
1061,Graduation,Con Pareja,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,66,2,1155
1062,Doctorate,Soltero,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,37,0,653
1063,Doctorate,Soltero,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,51,2,49
1064,Doctorate,Con Pareja,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,60,1,506
1065,Graduation,Con Pareja,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,63,2,38
1066,Graduation,Soltero,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,32,0,1650
1068,Graduation,Soltero,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,68,0,18
1069,Graduation,Con Pareja,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,46,0,906
1070,Doctorate,Con Pareja,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,53,1,46
1071,Graduation,Con Pareja,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,58,1,1477
1072,Graduation,Con Pareja,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,69,1,766
1073,Graduation,Con Pareja,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,71,1,47
1074,Graduation,Con Pareja,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,66,0,467
1075,Graduation,Con Pareja,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,63,0,2116
1076,Doctorate,Con Pareja,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,43,0,1298
1077,NoGraduation,Con Pareja,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,48,2,22
1078,Master,Soltero,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,56,1,396
1079,Doctorate,Con Pareja,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,46,1,20
1080,Graduation,Soltero,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,59,0,967
1081,Graduation,Con Pareja,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,53,1,357
1082,Graduation,Con Pareja,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,68,0,1401
1083,Graduation,Con Pareja,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,42,1,15
1084,Master,Soltero,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,54,0,2087
1085,Graduation,Con Pareja,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,47,1,981
1086,Graduation,Soltero,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,54,2,17
1087,Doctorate,Con Pareja,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,66,0,523
1088,Graduation,Con Pareja,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,41,1,23
1089,Doctorate,Soltero,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,66,0,1192
1090,Doctorate,Con Pareja,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,51,0,1958
1091,Doctorate,Soltero,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,50,1,133
1092,Graduation,Con Pareja,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,65,0,777
1093,Doctorate,Soltero,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,52,2,73
1094,Doctorate,Con Pareja,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,59,2,121
1095,Graduation,Soltero,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,45,1,424
1096,Graduation,Soltero,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,66,1,868
1097,NoGraduation,Soltero,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,38,0,756
1098,Master,Con Pareja,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,42,1,12
1099,Graduation,Con Pareja,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,45,1,937
1100,Graduation,Soltero,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,49,0,1862
1101,NoGraduation,Con Pareja,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,45,1,367
1102,Graduation,Con Pareja,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,38,1,443
1103,Graduation,Con Pareja,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,54,1,267
1104,Graduation,Con Pareja,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,52,1,61
1105,Doctorate,Soltero,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,64,0,1323
1106,Doctorate,Con Pareja,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,72,1,63
1107,NoGraduation,Con Pareja,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,54,0,64
1108,NoGraduation,Con Pareja,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,50,1,562
1110,Graduation,Soltero,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,70,0,1156
1111,NoGraduation,Soltero,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,41,0,1104
1112,Doctorate,Soltero,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,51,2,16
1113,Master,Soltero,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,64,0,2008
1114,Doctorate,Soltero,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,40,1,44
1116,Doctorate,Con Pareja,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,41,1,63
1117,Master,Con Pareja,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,41,0,426
1118,NoGraduation,Con Pareja,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,58,0,96
1119,NoGraduation,Con Pareja,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,46,1,635
1120,Graduation,Soltero,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,56,1,757
1121,Doctorate,Con Pareja,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,45,1,125
1122,Master,Soltero,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,51,2,332
1123,Graduation,Soltero,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,45,1,135
1124,Graduation,Con Pareja,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,70,1,330
1126,Graduation,Soltero,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,58,2,1722
1127,Graduation,Con Pareja,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,47,3,78
1128,NoGraduation,Soltero,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,39,0,24
1129,NoGraduation,Soltero,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,72,0,1168
1130,Master,Con Pareja,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,73,1,957
1131,Graduation,Soltero,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,57,2,15
1132,Graduation,Con Pareja,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,46,1,57
1133,Graduation,Con Pareja,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,48,1,1956
1134,Graduation,Soltero,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,39,0,2013
1135,NoGraduation,Con Pareja,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,50,1,326
1136,Doctorate,Con Pareja,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,56,2,77
1137,Doctorate,Soltero,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,62,0,1313
1138,Master,Soltero,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,35,0,30
1139,Graduation,Con Pareja,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,63,1,315
1140,Master,Con Pareja,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,71,1,660
1141,Graduation,Con Pareja,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,35,1,74
1142,NoGraduation,Soltero,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,46,1,46
1143,Doctorate,Soltero,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,62,1,86
1144,Graduation,Soltero,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,79,0,1103
1145,Master,Con Pareja,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,50,1,61
1146,Graduation,Con Pareja,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,43,1,145
1148,Doctorate,Con Pareja,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,70,1,411
1149,Graduation,Soltero,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,38,1,27
1150,Doctorate,Soltero,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,81,0,1060
1151,Graduation,Con Pareja,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,60,1,1459
1152,Graduation,Con Pareja,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,45,1,18
1153,Graduation,Con Pareja,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,50,0,1833
1154,Master,Con Pareja,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,64,1,237
1155,Doctorate,Soltero,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,61,2,48
1157,Graduation,Con Pareja,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,50,0,1020
1158,Graduation,Con Pareja,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,63,0,1370
1159,Graduation,Con Pareja,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,73,1,1026
1160,Graduation,Con Pareja,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,59,1,301
1162,Graduation,Con Pareja,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,59,1,499
1163,Graduation,Con Pareja,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,30,0,1004
1164,Doctorate,Con Pareja,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,50,1,218
1165,Graduation,Con Pareja,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,52,1,606
1166,NoGraduation,Con Pareja,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,56,1,75
1167,Graduation,Con Pareja,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,56,3,106
1168,Graduation,Con Pareja,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,76,0,990
1169,Graduation,Soltero,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,55,0,1097
1170,NoGraduation,Con Pareja,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,28,0,16
1171,NoGraduation,Con Pareja,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,50,0,34
1172,Doctorate,Con Pareja,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,34,0,1711
1173,Master,Con Pareja,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,67,2,438
1174,NoGraduation,Con Pareja,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,45,1,75
1175,Master,Con Pareja,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,64,1,225
1176,Master,Con Pareja,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,72,2,18
1177,Graduation,Con Pareja,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,43,1,470
1178,Graduation,Soltero,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,43,2,91
1180,Graduation,Con Pareja,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,74,1,504
1181,Graduation,Con Pareja,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,67,1,235
1183,NoGraduation,Soltero,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,66,2,88
1184,Graduation,Soltero,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,1,17
1185,Graduation,Soltero,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,39,1,24
1186,Graduation,Con Pareja,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,59,2,60
1187,Doctorate,Soltero,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,72,1,1020
1188,Doctorate,Con Pareja,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,62,1,155
1189,NoGraduation,Con Pareja,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,50,2,51
1190,Master,Soltero,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,54,0,1812
1192,Graduation,Soltero,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,64,1,96
1193,Graduation,Soltero,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,72,1,160
1194,Master,Con Pareja,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,55,2,139
1195,Master,Soltero,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,56,1,908
1196,NoGraduation,Con Pareja,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,59,1,183
1197,Master,Con Pareja,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,55,1,1161
